"Defunciones por homicidios"
"Mes de registro : Octubre"
""
"Consulta de: Defunciones por homicidio   Por: Año de registro   Según: Ent y mun de registro"
"","Total","Aguascalientes","Baja California","Baja California Sur","Campeche","Coahuila de Zaragoza","Colima","Chiapas","Chihuahua","Ciudad de México","Durango","Guanajuato","Guerrero","Hidalgo","Jalisco","México","Michoacán de Ocampo","Morelos","Nayarit","Nuevo León","Oaxaca","Puebla","Querétaro","Quintana Roo","San Luis Potosí","Sinaloa","Sonora","Tabasco","Tamaulipas","Tlaxcala","Veracruz de Ignacio de la Llave","Yucatán","Zacatecas",""
"1990","1,227","3","25","1","9","10","9","16","31","115","24","35","66","21","71","318","80","32","16","1","106","47","3","5","15","31","17","8","26","4","59","8","15"
"1991","1,235","3","26","1","7","23","7","52","33","86","34","32","63","14","72","282","93","21","24","14","101","22","6","2","21","53","14","15","23","","74","6","11"
"1992","1,374","2","40","","9","5","7","37","52","124","45","22","138","11","66","298","79","22","16","5","116","50","7","5","21","55","23","11","40","","52","4","12"
"1993","1,310","3","23","5","7","11","7","48","48","102","16","44","91","9","61","290","113","35","26","7","108","53","8","7","23","39","14","7","28","2","58","2","15"
"1994","1,297","3","26","2","2","18","13","50","46","100","36","30","102","21","53","274","102","25","12","8","103","39","7","10","22","39","25","20","19","7","64","5","14"
"1995","1,339","2","38","4","13","15","5","55","74","125","24","19","111","15","58","239","110","30","15","5","80","62","8","5","20","55","29","15","36","5","44","6","17"
"1996","1,218","3","43","","8","21","2","57","74","105","18","18","103","14","46","206","106","30","9","8","93","31","7","5","14","52","27","21","23","6","52","4","12"
"1997","1,122","1","24","","8","14","1","56","43","109","17","26","100","16","50","226","70","19","4","18","74","35","10","6","19","49","18","18","24","7","50","4","6"
"1998","1,124","1","52","2","7","15","3","69","44","108","17","26","113","10","37","202","55","33","11","18","66","27","6","6","26","48","27","15","24","10","29","7","10"
"1999","999","1","54","1","5","10","4","49","51","107","15","21","80","13","44","162","45","24","11","14","63","40","3","11","16","45","21","13","32","2","30","4","8"
"2000","831","2","35","4","3","12","5","39","40","82","14","15","58","7","47","135","52","27","6","7","61","32","5","5","25","38","17","6","18","1","31","","2"
"2001","893","1","27","","7","8","2","16","64","105","6","20","67","7","53","157","63","21","8","9","46","33","10","10","23","43","21","9","13","4","33","3","4"
"2002","785","2","40","3","9","12","4","37","40","73","8","16","50","8","36","139","50","14","9","12","57","33","4","2","12","29","15","6","11","3","38","3","10"
"2003","821","2","48","3","5","14","6","28","39","94","13","15","45","8","44","153","51","10","3","13","49","28","4","15","9","33","17","8","17","2","33","5","7"
"2004","772","3","48","3","","15","9","19","28","68","15","14","68","7","51","136","46","11","10","11","48","25","8","4","13","22","16","9","23","7","23","2","10"
"2005","815","1","50","2","4","15","1","22","56","71","9","17","37","6","43","150","61","14","17","15","49","20","8","9","8","30","21","10","29","7","27","2","4"
"2006","814","1","42","1","2","10","","56","48","62","17","14","63","3","29","102","87","8","11","17","47","36","5","4","20","29","16","10","20","3","37","6","8"
"2007","791","5","20","2","3","11","4","7","52","89","12","23","58","4","41","110","65","14","15","22","59","20","9","6","13","27","20","12","30","3","24","4","7"
"2008","1,468","4","199","4","5","15","5","9","329","79","41","26","103","6","49","148","48","15","15","29","55","28","5","13","15","90","61","13","35","3","11","4","6"
"2009","1,766","4","100","6","10","20","3","41","389","76","72","38","190","12","68","152","67","30","18","37","55","37","6","16","9","123","41","13","30","11","78","5","9"
"2010","2,404","8","66","3","5","27","16","15","686","118","82","41","177","10","124","179","77","44","57","102","77","35","4","11","53","192","54","15","69","7","31","3","16"
"2011","2,305","6","78","4","3","97","17","3","341","113","61","54","230","9","97","225","64","36","39","213","65","38","3","13","21","161","47","17","88","5","126","3","28"
"2012","2,127","3","49","4","6","114","19","24","132","107","47","60","238","12","128","243","67","55","25","134","66","40","15","18","66","105","32","7","158","7","76","","70"
"2013","1,947","4","72","3","6","79","17","39","164","106","45","65","189","12","107","280","114","49","20","67","65","50","10","6","26","88","50","22","64","12","69","8","39"
"2014","1,667","7","63","13","11","36","12","39","128","88","24","68","144","15","74","226","70","29","14","48","57","50","14","13","27","93","64","20","104","7","75","7","27"
"2015","1,802","2","99","8","3","22","21","65","102","90","13","104","225","17","121","211","60","35","13","48","67","68","13","16","27","92","49","30","48","4","89","2","38"
"2016","2,212","5","98","32","7","21","46","50","250","102","14","127","205","14","98","229","133","62","19","59","55","57","10","26","44","127","40","35","74","4","110","7","52"
"2017","2,942","8","223","127","3","19","82","48","192","76","11","244","211","25","146","267","174","38","67","65","77","88","16","51","41","110","72","44","158","11","159","2","87"
"2018","3,254","2","274","10","7","20","82","47","194","105","18","328","194","21","349","310","219","75","31","95","70","103","14","78","49","112","94","40","85","22","118","6","82"
"2019","3,165","18","242","8","10","18","55","38","257","94","17","362","180","41","204","243","243","96","23","80","116","103","15","67","45","106","165","61","82","14","101","","61"

"FUENTE: INEGI. Estadísticas de mortalidad."
