"Defunciones por homicidios"
"Mes de registro : Junio"
""
"Consulta de: Defunciones por homicidio   Por: Año de registro   Según: Ent y mun de registro"
"","Total","Aguascalientes","Baja California","Baja California Sur","Campeche","Coahuila de Zaragoza","Colima","Chiapas","Chihuahua","Ciudad de México","Durango","Guanajuato","Guerrero","Hidalgo","Jalisco","México","Michoacán de Ocampo","Morelos","Nayarit","Nuevo León","Oaxaca","Puebla","Querétaro","Quintana Roo","San Luis Potosí","Sinaloa","Sonora","Tabasco","Tamaulipas","Tlaxcala","Veracruz de Ignacio de la Llave","Yucatán","Zacatecas",""
"1990","1,185","4","25","1","7","33","5","13","20","90","41","25","54","11","62","266","87","72","21","4","90","31","9","6","17","39","21","15","22","2","75","3","14"
"1991","1,199","","37","","3","16","11","53","55","89","31","32","76","5","61","287","66","27","15","2","112","32","5","6","15","41","10","5","24","2","61","4","16"
"1992","1,410","3","19","1","8","14","11","52","41","95","67","42","114","20","58","289","116","26","23","11","87","60","7","3","23","57","23","10","36","3","71","4","16"
"1993","1,331","","24","","6","25","7","37","42","90","28","27","94","20","72","285","109","52","9","7","106","52","4","4","13","50","21","17","47","4","60","9","10"
"1994","1,218","","30","1","6","14","7","41","43","95","30","23","83","9","60","216","96","33","30","16","105","25","6","14","18","59","18","16","29","4","79","5","7"
"1995","1,316","4","39","2","8","14","5","47","57","109","22","21","111","13","67","259","81","32","19","16","94","45","11","10","20","49","26","23","35","13","52","3","9"
"1996","1,127","","17","2","7","9","","55","54","91","18","29","83","3","57","215","95","24","11","10","95","27","13","9","15","41","40","21","20","6","40","5","15"
"1997","1,102","","33","4","5","6","6","26","62","94","20","32","97","8","46","204","68","25","9","18","68","44","6","9","18","50","34","16","20","3","59","1","11"
"1998","1,152","3","64","3","9","12","4","68","60","88","24","22","115","17","49","179","42","25","15","13","86","49","7","12","27","33","29","16","24","5","42","3","7"
"1999","938","1","47","3","5","14","5","35","38","77","18","14","69","9","52","156","45","27","17","9","67","30","6","7","24","50","17","11","28","8","39","2","8"
"2000","822","2","41","4","8","7","5","60","55","71","8","8","72","7","41","129","33","19","10","14","43","31","12","5","17","25","19","7","22","3","32","5","7"
"2001","839","2","37","5","3","13","2","9","59","71","20","17","49","9","42","152","48","13","15","7","61","23","13","15","16","43","24","5","14","4","33","5","10"
"2002","785","2","33","4","2","11","2","37","55","70","14","15","55","5","40","145","49","14","6","8","67","34","5","6","6","29","22","5","15","3","17","4","5"
"2003","848","5","30","2","4","9","3","46","46","83","23","20","60","6","37","146","44","13","7","14","40","30","6","12","19","43","24","8","16","4","39","2","7"
"2004","816","2","57","1","3","8","5","7","47","80","12","15","43","6","43","135","38","13","19","15","68","36","4","17","9","45","27","6","22","1","21","7","4"
"2005","892","4","21","5","2","15","7","23","68","94","18","22","53","3","40","162","54","19","12","14","54","31","3","1","14","33","26","7","35","4","38","5","5"
"2006","862","1","47","3","2","11","4","39","61","66","15","15","66","3","38","145","70","13","10","11","32","26","8","8","16","44","28","18","31","3","18","2","8"
"2007","784","3","42","1","5","11","5","30","58","79","15","13","69","9","38","91","30","19","8","28","48","20","1","4","8","39","19","13","18","3","41","7","9"
"2008","1,185","2","66","1","4","19","4","42","250","88","44","24","94","3","58","105","40","26","9","17","34","27","4","8","20","78","27","16","24","6","33","2","10"
"2009","1,656","5","79","2","4","28","3","44","326","79","120","35","183","13","57","147","102","17","17","16","46","34","4","17","18","88","54","7","34","3","60","","14"
"2010","2,292","8","119","","2","59","22","25","583","75","126","33","123","11","81","169","54","54","81","103","59","35","10","18","33","203","46","14","89","1","45","3","8"
"2011","2,384","14","72","5","5","94","11","","405","90","70","65","230","17","135","205","97","32","52","224","54","38","6","8","11","177","50","20","86","10","79","6","16"
"2012","2,242","3","37","","11","141","21","58","234","99","68","66","223","18","119","239","65","62","25","119","56","33","8","16","31","160","55","19","123","7","101","3","22"
"2013","1,796","3","48","5","10","44","13","43","179","89","22","63","173","14","128","246","58","61","17","69","66","42","8","7","21","115","60","15","64","9","64","1","39"
"2014","1,594","10","54","4","4","37","10","35","133","91","29","63","128","15","117","184","87","29","23","45","52","35","5","10","24","106","46","25","90","8","85","5","5"
"2015","1,816","7","83","7","7","11","13","45","145","95","15","94","210","12","82","219","88","23","15","58","73","47","8","18","32","109","60","43","69","6","90","6","26"
"2016","2,060","3","78","19","5","21","38","52","129","109","20","115","273","14","82","209","121","61","12","40","78","70","10","15","35","105","51","27","64","10","141","3","50"
"2017","2,841","14","179","26","9","24","96","58","232","164","21","187","245","20","134","251","105","46","28","71","94","77","24","47","51","160","80","29","128","7","191","4","39"
"2018","3,142","5","222","6","10","19","73","46","378","151","23","285","178","24","226","244","151","52","35","44","97","101","17","72","46","119","63","52","198","6","150","2","47"
"2019","3,018","12","247","2","6","28","72","43","252","90","15","287","191","51","198","232","224","86","17","89","107","108","12","48","46","76","141","46","70","29","136","5","52"

"FUENTE: INEGI. Estadísticas de mortalidad."
