"Defunciones por homicidios"
"Mes de registro : Julio"
""
"Consulta de: Defunciones por homicidio   Por: Año de registro   Según: Ent y mun de registro"
"","Total","Aguascalientes","Baja California","Baja California Sur","Campeche","Coahuila de Zaragoza","Colima","Chiapas","Chihuahua","Ciudad de México","Durango","Guanajuato","Guerrero","Hidalgo","Jalisco","México","Michoacán de Ocampo","Morelos","Nayarit","Nuevo León","Oaxaca","Puebla","Querétaro","Quintana Roo","San Luis Potosí","Sinaloa","Sonora","Tabasco","Tamaulipas","Tlaxcala","Veracruz de Ignacio de la Llave","Yucatán","Zacatecas",""
"1990","1,191","7","20","1","6","6","4","27","38","115","19","22","68","16","79","324","108","23","14","8","84","37","2","3","16","27","9","12","24","5","51","3","13"
"1991","1,321","2","17","1","3","17","8","64","45","74","24","42","104","6","61","318","100","31","33","4","111","22","11","9","15","48","21","11","27","2","67","6","17"
"1992","1,266","2","20","3","4","12","10","31","51","108","29","28","99","10","61","262","103","28","17","10","83","54","4","8","21","59","26","9","26","2","70","4","12"
"1993","1,224","2","40","2","10","16","3","40","30","106","33","26","95","9","59","257","88","30","20","8","105","42","9","7","18","27","15","13","22","3","67","3","19"
"1994","1,291","1","36","1","7","12","5","57","44","102","28","27","88","14","57","255","101","36","19","19","106","35","9","22","16","48","21","20","27","6","58","8","6"
"1995","1,288","7","14","5","2","20","5","69","69","120","18","25","121","27","85","210","72","25","10","12","99","58","4","6","23","39","27","11","29","5","52","8","11"
"1996","1,250","5","32","1","9","24","5","45","64","113","17","20","75","13","76","233","115","34","10","5","92","32","7","6","17","64","26","16","34","8","43","3","6"
"1997","1,057","","22","1","7","23","2","28","57","79","23","22","93","10","64","169","75","24","11","7","90","49","10","5","12","61","18","15","24","4","42","5","5"
"1998","1,111","4","48","5","10","17","5","63","56","107","17","18","100","13","42","192","56","26","10","13","63","46","7","5","18","52","24","10","35","7","32","2","8"
"1999","997","2","58","3","8","16","4","37","47","79","17","16","76","9","49","178","67","21","6","14","59","35","4","8","24","45","23","10","26","5","40","3","8"
"2000","902","1","24","2","8","11","8","29","53","73","8","23","70","5","29","183","35","28","9","9","63","34","5","9","22","47","22","7","22","4","41","7","11"
"2001","893","2","32","2","3","17","7","24","53","94","20","17","53","11","46","168","33","17","12","4","48","41","7","8","28","46","26","7","17","4","36","4","6"
"2002","879","3","49","1","7","9","9","42","61","75","12","10","63","5","32","187","43","16","21","3","52","32","4","2","11","37","24","4","20","2","30","6","7"
"2003","899","2","54","2","","13","2","41","49","79","10","15","72","6","50","154","50","14","9","14","55","23","9","12","10","43","24","10","22","7","40","2","6"
"2004","768","2","34","4","7","8","2","8","34","74","27","18","51","5","20","152","57","13","9","9","57","31","4","11","15","32","20","10","15","","22","4","13"
"2005","788","","38","4","2","10","3","34","35","68","11","20","58","5","22","162","53","6","6","22","48","20","5","5","5","30","19","5","51","5","23","3","10"
"2006","863","4","40","4","2","11","3","59","44","63","15","20","82","4","34","139","77","16","9","14","25","30","8","8","16","35","20","10","29","4","27","4","7"
"2007","737","7","21","5","4","8","8","4","37","74","18","19","91","4","35","97","37","11","11","23","42","19","8","10","13","21","23","15","25","1","30","9","7"
"2008","1,197","11","50","2","11","10","7","28","216","92","29","11","62","2","51","141","66","15","13","17","59","26","7","10","11","140","43","13","17","3","28","3","3"
"2009","1,680","9","110","2","7","19","2","48","325","79","78","50","144","8","53","160","132","26","10","23","41","28","10","11","18","118","35","19","25","5","66","5","14"
"2010","2,202","5","131","5","3","43","9","21","598","87","97","20","80","7","100","141","37","47","57","91","59","26","9","16","28","240","79","11","88","2","47","4","14"
"2011","2,321","4","66","3","3","65","14","37","385","82","53","52","233","23","176","210","81","24","48","253","53","26","3","10","28","147","47","17","56","11","78","2","31"
"2012","2,182","5","60","5","7","134","27","55","202","79","55","73","256","6","115","234","61","82","20","84","77","34","10","6","35","125","42","19","101","10","118","3","42"
"2013","1,897","6","70","4","7","76","16","47","188","74","50","63","174","7","99","275","72","58","20","94","74","41","12","19","29","90","48","25","63","10","57","2","27"
"2014","1,669","2","73","3","6","41","6","41","154","72","24","59","134","18","71","272","85","56","9","49","79","42","10","6","26","92","53","21","63","11","64","8","19"
"2015","1,760","2","67","11","4","24","18","39","150","90","19","61","219","16","94","197","73","41","14","33","88","54","15","12","24","92","63","49","73","5","75","8","30"
"2016","2,182","1","97","15","9","13","54","42","151","121","29","102","253","23","115","239","153","58","10","63","70","67","7","19","26","80","53","33","71","7","141","5","55"
"2017","2,689","4","178","55","3","26","95","41","182","108","9","199","233","24","126","257","109","50","26","49","97","117","12","45","47","180","50","46","77","8","143","3","90"
"2018","3,212","6","262","8","9","19","35","51","363","132","14","279","193","44","222","277","172","82","34","80","90","111","18","89","54","92","78","83","111","14","106","10","74"
"2019","3,144","8","308","6","7","23","66","38","251","92","19","298","178","42","207","286","199","67","20","83","105","109","17","61","38","140","132","53","85","11","129","4","62"

"FUENTE: INEGI. Estadísticas de mortalidad."
