"Defunciones por homicidios"
"Mes de registro : Septiembre"
""
"Consulta de: Defunciones por homicidio   Por: Año de registro   Según: Ent y mun de registro"
"","Total","Aguascalientes","Baja California","Baja California Sur","Campeche","Coahuila de Zaragoza","Colima","Chiapas","Chihuahua","Ciudad de México","Durango","Guanajuato","Guerrero","Hidalgo","Jalisco","México","Michoacán de Ocampo","Morelos","Nayarit","Nuevo León","Oaxaca","Puebla","Querétaro","Quintana Roo","San Luis Potosí","Sinaloa","Sonora","Tabasco","Tamaulipas","Tlaxcala","Veracruz de Ignacio de la Llave","Yucatán","Zacatecas",""
"1990","1,165","3","29","1","4","16","9","17","23","111","24","31","26","20","54","332","70","24","19","8","109","38","7","3","22","27","14","14","21","5","63","4","17"
"1991","1,278","6","28","4","7","25","8","38","35","69","29","25","141","19","67","314","61","31","13","9","112","40","6","1","14","43","14","13","23","6","52","7","18"
"1992","1,376","6","16","2","2","24","8","39","35","88","53","26","169","9","68","303","98","33","15","9","79","45","9","5","27","56","24","11","45","3","57","1","11"
"1993","1,189","","25","3","5","14","3","52","57","106","19","29","79","8","46","269","88","38","18","7","106","39","5","1","25","36","17","12","13","9","46","2","12"
"1994","1,343","2","28","","7","29","4","53","54","101","32","28","103","13","63","259","118","44","20","19","78","40","11","14","21","66","24","15","30","2","50","3","12"
"1995","1,329","8","32","3","14","14","6","76","84","131","24","21","97","8","53","232","74","40","15","12","115","38","10","11","11","38","34","16","30","5","57","3","17"
"1996","1,141","3","34","2","2","11","5","62","43","113","16","22","79","7","57","223","72","32","10","7","105","41","7","4","14","55","29","7","20","5","41","2","11"
"1997","1,078","4","29","3","3","14","3","48","60","112","26","25","72","8","57","184","54","29","13","8","77","34","10","6","18","52","22","8","26","5","49","4","15"
"1998","1,199","5","68","","11","10","6","78","68","117","22","42","107","13","38","183","54","25","11","24","64","41","5","6","31","41","27","11","36","8","36","1","10"
"1999","971","3","58","2","10","16","1","67","41","89","20","19","75","9","42","162","49","17","8","6","44","47","14","5","21","34","28","6","23","5","42","2","6"
"2000","904","2","27","4","6","11","4","23","52","81","20","16","54","4","36","195","57","16","4","11","60","32","10","4","32","28","16","9","33","4","43","4","6"
"2001","786","2","45","2","3","17","1","4","48","61","9","12","35","13","44","156","48","23","6","11","63","30","6","6","11","41","23","14","8","4","31","4","5"
"2002","784","2","19","2","2","11","1","46","51","79","10","16","56","4","37","151","30","9","14","14","38","26","4","6","13","40","19","16","18","5","33","3","9"
"2003","830","","40","2","4","7","3","37","38","73","16","25","41","4","33","159","57","16","13","9","45","31","6","13","7","35","27","12","31","2","30","5","9"
"2004","765","2","48","4","6","12","3","28","36","77","8","12","44","9","27","147","35","12","12","8","43","38","6","14","7","34","25","11","16","2","33","5","1"
"2005","838","1","44","1","5","16","4","25","38","57","20","11","49","10","40","171","57","8","12","16","45","30","8","10","16","34","21","9","24","4","37","5","10"
"2006","921","2","56","1","3","10","5","54","56","79","16","16","75","3","39","138","101","9","5","13","44","26","5","5","13","47","20","20","33","","23","2","2"
"2007","693","5","28","1","","7","2","6","49","81","12","16","37","8","41","117","33","12","9","25","46","20","3","17","14","21","24","10","14","4","21","4","6"
"2008","1,176","7","62","","6","15","8","22","206","72","46","19","89","9","38","152","59","25","7","10","67","26","5","12","14","77","39","14","17","8","27","5","13"
"2009","1,916","5","136","5","6","21","10","46","462","92","112","38","167","12","53","149","80","36","15","36","41","20","8","18","15","152","43","17","30","7","62","4","18"
"2010","2,270","9","80","9","7","27","26","20","664","95","54","41","123","14","105","185","61","63","39","96","47","41","10","13","47","181","54","13","83","7","42","","14"
"2011","2,253","6","55","3","4","84","11","2","268","79","53","56","223","21","128","228","60","41","46","271","62","34","10","16","19","141","44","15","84","4","138","3","44"
"2012","2,298","2","67","4","5","121","25","41","193","93","60","60","251","11","134","246","69","75","25","151","44","41","10","9","59","106","41","17","193","6","65","7","67"
"2013","1,869","4","80","4","4","56","10","38","161","90","33","56","195","12","101","293","76","54","19","70","51","60","12","18","11","121","66","25","48","4","52","3","42"
"2014","1,645","2","76","10","4","45","6","28","146","91","32","71","155","22","69","238","70","34","19","41","64","44","9","14","19","79","50","26","75","6","83","3","14"
"2015","1,698","4","58","31","4","20","21","48","113","81","9","88","188","27","96","243","75","42","7","48","75","53","10","10","15","80","46","31","47","3","100","4","21"
"2016","2,300","4","122","32","9","24","52","40","169","122","15","124","210","18","130","227","153","54","16","59","60","58","12","23","27","157","56","38","87","10","124","5","63"
"2017","2,752","10","256","53","7","24","61","47","217","86","15","178","200","25","120","269","127","60","69","55","76","99","17","44","54","114","75","35","117","10","155","2","75"
"2018","3,067","11","245","25","6","24","62","61","173","88","8","354","196","35","281","227","176","74","34","86","85","110","25","85","33","90","125","38","90","19","123","4","74"
"2019","3,024","12","240","6","6","21","71","58","222","111","12","350","123","43","214","253","219","98","18","81","78","95","18","62","44","112","117","61","83","20","112","7","57"

"FUENTE: INEGI. Estadísticas de mortalidad."
