Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-03-13
Baja California,5.0,2020-03-13
Baja California Sur,0.0,2020-03-13
Campeche,0.0,2020-03-13
Chiapas,0.0,2020-03-13
Chihuahua,5.0,2020-03-13
Ciudad de México,5.0,2020-03-13
Coahuila,1.0,2020-03-13
Colima,0.0,2020-03-13
Durango,0.0,2020-03-13
Estado de México,10.0,2020-03-13
Guanajuato,10.0,2020-03-13
Guerrero,3.0,2020-03-13
Hidalgo,2.0,2020-03-13
Jalisco,8.0,2020-03-13
Michoacán,4.0,2020-03-13
Morelos,3.0,2020-03-13
Nayarit,0.0,2020-03-13
Nuevo León,3.0,2020-03-13
Oaxaca,2.0,2020-03-13
Puebla,4.0,2020-03-13
Querétaro,0.0,2020-03-13
Quintana Roo,1.0,2020-03-13
San Luis Potosí,1.0,2020-03-13
Sinaloa,1.0,2020-03-13
Sonora,1.0,2020-03-13
Tabasco,2.0,2020-03-13
Tamaulipas,1.0,2020-03-13
Tlaxcala,1.0,2020-03-13
Veracruz,3.0,2020-03-13
Yucatán,0.0,2020-03-13
Zacatecas,0.0,2020-03-13
Total,76.0,2020-03-13
